target_slug,target_name,score_set,rater_id,rater_lens,category,factor,score,evidence_label,rationale,category_subtotal,total_score
figma-make,Figma Make,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,wrapper_risk_test,2,Inference,"Make has useful grounding layers, but the visible user value is still close to a prompt-to-app experience that stronger commodity models can pressure quickly.",15,41
figma-make,Figma Make,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,agent_readiness_test,5,Direct evidence,"Pricing explicitly names MCP support, connectors, and sharing code with AI coding agents, which is unusually strong evidence of agent readiness.",15,41
figma-make,Figma Make,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,accountability_test,1,Inference,"Make does not own the final runtime, support burden, or business outcome when generated software fails after handoff.",15,41
figma-make,Figma Make,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,outcome_depth_test,2,Inference,"The product can shorten exploration and prototyping, but most durable commercial outcomes still depend on downstream engineering, launch, and operations.",15,41
figma-make,Figma Make,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,context,3,Direct evidence,"Make can pull in library styling and existing Figma context, but the generated app itself is not yet a uniquely proprietary record layer.",15,43
figma-make,Figma Make,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,trust,4,Direct evidence,The product benefits from Figma's broader enterprise posture and AI settings controls instead of asking teams to trust a brand-new builder in isolation.,15,43
figma-make,Figma Make,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,distribution,4,Direct evidence,Figma's installed base gives Make privileged distribution into teams already living inside the platform.,15,43
figma-make,Figma Make,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,judgment,2,Inference,"The tool speeds up exploration, but scarce product, engineering, and business judgment still sits with the human team reviewing the output.",15,43
figma-make,Figma Make,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,liability_governance,2,Inference,"Public evidence emphasizes creation speed and connectors more than governed approvals, controls, or accountable production change management.",15,43
figma-make,Figma Make,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,frequency,3,Inference,"Make can become part of recurring prototyping loops, but it is not yet clearly a daily mission-critical workflow for most teams.",13,43
figma-make,Figma Make,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,operational_dependence,2,Inference,"Teams can route around Make with coding agents or other rapid builders if it is unavailable, which limits dependence today.",13,43
figma-make,Figma Make,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,system_position,3,Direct evidence,"The product sits in the idea-to-interface path and can hand work to coding agents, but it does not yet control the broader site or app operating stack.",13,43
figma-make,Figma Make,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,switching_cost,2,Inference,"Prompt histories and context matter, yet the underlying generation workflow remains portable to other tools and model-native environments.",13,43
figma-make,Figma Make,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,budget_durability,3,Inference,"Make benefits from existing Figma budgets, but the feature itself still competes with many adjacent AI build surfaces for attention and spend.",13,43
figma-make,Figma Make,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,model_improvement_test,5,Direct evidence,The product should improve directly as underlying models and connectors get better because generation quality and speed are central to its proposition.,15,43
figma-make,Figma Make,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,wrapper_risk_test,2,Inference,"Make has useful grounding layers, but the visible user value is still close to a prompt-to-app experience that stronger commodity models can pressure quickly.",15,43
figma-make,Figma Make,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,agent_readiness_test,5,Direct evidence,"Pricing explicitly names MCP support, connectors, and sharing code with AI coding agents, which is unusually strong evidence of agent readiness.",15,43
figma-make,Figma Make,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,accountability_test,1,Inference,"Make does not own the final runtime, support burden, or business outcome when generated software fails after handoff.",15,43
figma-make,Figma Make,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,outcome_depth_test,2,Inference,"The product can shorten exploration and prototyping, but most durable commercial outcomes still depend on downstream engineering, launch, and operations.",15,43
figma-make,Figma Make,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,context,3,Direct evidence,"Make can pull in library styling and existing Figma context, but the generated app itself is not yet a uniquely proprietary record layer.",15,45
figma-make,Figma Make,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,trust,4,Direct evidence,The product benefits from Figma's broader enterprise posture and AI settings controls instead of asking teams to trust a brand-new builder in isolation.,15,45
figma-make,Figma Make,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,distribution,4,Direct evidence,Figma's installed base gives Make privileged distribution into teams already living inside the platform.,15,45
figma-make,Figma Make,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,judgment,2,Inference,"The tool speeds up exploration, but scarce product, engineering, and business judgment still sits with the human team reviewing the output.",15,45
figma-make,Figma Make,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,liability_governance,2,Inference,"Public evidence emphasizes creation speed and connectors more than governed approvals, controls, or accountable production change management.",15,45
figma-make,Figma Make,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,frequency,3,Inference,"Make can become part of recurring prototyping loops, but it is not yet clearly a daily mission-critical workflow for most teams.",14,45
figma-make,Figma Make,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,operational_dependence,2,Inference,"Teams can route around Make with coding agents or other rapid builders if it is unavailable, which limits dependence today.",14,45
figma-make,Figma Make,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,system_position,4,Direct evidence,"The product sits in the idea-to-interface path and can hand work to coding agents, but it does not yet control the broader site or app operating stack.",14,45
figma-make,Figma Make,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,switching_cost,2,Inference,"Prompt histories and context matter, yet the underlying generation workflow remains portable to other tools and model-native environments.",14,45
figma-make,Figma Make,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,budget_durability,3,Inference,"Make benefits from existing Figma budgets, but the feature itself still competes with many adjacent AI build surfaces for attention and spend.",14,45
figma-make,Figma Make,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,model_improvement_test,5,Direct evidence,The product should improve directly as underlying models and connectors get better because generation quality and speed are central to its proposition.,16,45
figma-make,Figma Make,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,wrapper_risk_test,2,Inference,"Make has useful grounding layers, but the visible user value is still close to a prompt-to-app experience that stronger commodity models can pressure quickly.",16,45
figma-make,Figma Make,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,agent_readiness_test,5,Direct evidence,"Pricing explicitly names MCP support, connectors, and sharing code with AI coding agents, which is unusually strong evidence of agent readiness.",16,45
figma-make,Figma Make,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,accountability_test,1,Inference,"Make does not own the final runtime, support burden, or business outcome when generated software fails after handoff.",16,45
figma-make,Figma Make,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,outcome_depth_test,3,Inference,"The product can shorten exploration and prototyping, but most durable commercial outcomes still depend on downstream engineering, launch, and operations.",16,45
lovable,Lovable,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,context,3,Direct evidence,"Lovable accumulates project context and repo-linked state, but the core app logic is often portable and not yet a proprietary data moat.",12,39
lovable,Lovable,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,context,3,Direct evidence,"Lovable accumulates project context and repo-linked state, but the core app logic is often portable and not yet a proprietary data moat.",12,39
lovable,Lovable,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,trust,2,Direct evidence,"Pentesting and DPA materials help, yet public trust and governance depth still trail the more mature incumbents in the cohort.",12,39
lovable,Lovable,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,trust,2,Direct evidence,"Pentesting and DPA materials help, yet public trust and governance depth still trail the more mature incumbents in the cohort.",12,39
lovable,Lovable,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,distribution,3,Inference,"Lovable has meaningful brand momentum in the AI builder space, but it does not yet control a pre-existing enterprise distribution channel.",12,39
lovable,Lovable,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,distribution,3,Inference,"Lovable has meaningful brand momentum in the AI builder space, but it does not yet control a pre-existing enterprise distribution channel.",12,39
lovable,Lovable,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,judgment,2,Inference,"The product accelerates implementation, but durable design, architecture, and business judgment remain external to the tool.",12,39
lovable,Lovable,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,judgment,2,Inference,"The product accelerates implementation, but durable design, architecture, and business judgment remain external to the tool.",12,39
lovable,Lovable,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,liability_governance,2,Inference,"Current public evidence does not show Lovable owning deep approvals, auditability, or accountable governance for production web changes.",12,39
lovable,Lovable,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,liability_governance,2,Inference,"Current public evidence does not show Lovable owning deep approvals, auditability, or accountable governance for production web changes.",12,39
lovable,Lovable,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,frequency,3,Inference,"Builders can use Lovable intensively during creation sprints, but recurring day-two usage is less established than on heavier operating platforms.",12,39
lovable,Lovable,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,frequency,3,Inference,"Builders can use Lovable intensively during creation sprints, but recurring day-two usage is less established than on heavier operating platforms.",12,39
lovable,Lovable,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,operational_dependence,2,Inference,"If Lovable disappeared, many teams could continue from GitHub or move to another coding agent stack, which limits dependence.",12,39
lovable,Lovable,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,operational_dependence,2,Inference,"If Lovable disappeared, many teams could continue from GitHub or move to another coding agent stack, which limits dependence.",12,39
lovable,Lovable,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,system_position,2,Direct evidence,"Lovable is part of the create-and-deploy path, but it does not yet look like the central operating system for a broader website or app program.",12,39
lovable,Lovable,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,system_position,3,Direct evidence + Observed task evidence,"Lovable is part of the create-and-deploy path, but it does not yet look like the central operating system for a broader website or app program. Observed task evidence. Lovable handled real create, revise, and handoff work inside the same project more convincingly than the desk baseline implied.",12,39
lovable,Lovable,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,switching_cost,2,Inference,"Repository sync helps continuity, yet that same portability makes the workflow easier to substitute than a more closed operating layer.",12,39
lovable,Lovable,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,switching_cost,2,Inference,"Repository sync helps continuity, yet that same portability makes the workflow easier to substitute than a more closed operating layer.",12,39
lovable,Lovable,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,budget_durability,3,Inference,"The product can earn recurring spend from active builders, but the budget still competes with many adjacent AI coding and builder tools.",12,39
lovable,Lovable,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,budget_durability,2,Inference + Observed task evidence,"The product can earn recurring spend from active builders, but the budget still competes with many adjacent AI coding and builder tools. Observed task evidence. The daily free-credit ceiling materially constrained revision work in one live pass, which supports a weaker budget-durability read than the desk baseline.",12,39
lovable,Lovable,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,model_improvement_test,4,Direct evidence,Lovable benefits directly as model quality and agent reliability improve because generation speed and breadth sit at the core of the offering.,15,39
lovable,Lovable,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,model_improvement_test,4,Direct evidence,Lovable benefits directly as model quality and agent reliability improve because generation speed and breadth sit at the core of the offering.,15,39
lovable,Lovable,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,wrapper_risk_test,2,Inference,"A lot of visible value is still close to the model layer and assistant UX, which creates meaningful wrapper pressure.",15,39
lovable,Lovable,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,wrapper_risk_test,2,Inference,"A lot of visible value is still close to the model layer and assistant UX, which creates meaningful wrapper pressure.",15,39
lovable,Lovable,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,agent_readiness_test,4,Direct evidence,The product is explicitly agent-oriented and already bridges into deploy and repo workflows instead of stopping at text generation.,15,39
lovable,Lovable,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,agent_readiness_test,4,Direct evidence,The product is explicitly agent-oriented and already bridges into deploy and repo workflows instead of stopping at text generation.,15,39
lovable,Lovable,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,accountability_test,2,Inference,"Lovable can help ship software, but final responsibility for correctness, security, and business impact still lands on the team using it.",15,39
lovable,Lovable,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,accountability_test,2,Inference,"Lovable can help ship software, but final responsibility for correctness, security, and business impact still lands on the team using it.",15,39
lovable,Lovable,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,outcome_depth_test,3,Inference,"The tool can materially change shipping velocity, though durable commercial outcomes still depend on downstream maintenance, distribution, and operations.",15,39
lovable,Lovable,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,outcome_depth_test,3,Inference,"The tool can materially change shipping velocity, though durable commercial outcomes still depend on downstream maintenance, distribution, and operations.",15,39
lovable,Lovable,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,context,3,Direct evidence,"Lovable accumulates project context and repo-linked state, but the core app logic is often portable and not yet a proprietary data moat.",10,36
lovable,Lovable,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,trust,1,Direct evidence,"Pentesting and DPA materials help, yet public trust and governance depth still trail the more mature incumbents in the cohort.",10,36
lovable,Lovable,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,distribution,2,Inference,"Lovable has meaningful brand momentum in the AI builder space, but it does not yet control a pre-existing enterprise distribution channel.",10,36
lovable,Lovable,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,judgment,2,Inference,"The product accelerates implementation, but durable design, architecture, and business judgment remain external to the tool.",10,36
lovable,Lovable,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,liability_governance,2,Inference,"Current public evidence does not show Lovable owning deep approvals, auditability, or accountable governance for production web changes.",10,36
lovable,Lovable,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,frequency,3,Inference,"Builders can use Lovable intensively during creation sprints, but recurring day-two usage is less established than on heavier operating platforms.",11,36
lovable,Lovable,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,operational_dependence,2,Inference,"If Lovable disappeared, many teams could continue from GitHub or move to another coding agent stack, which limits dependence.",11,36
lovable,Lovable,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,system_position,2,Direct evidence,"Lovable is part of the create-and-deploy path, but it does not yet look like the central operating system for a broader website or app program.",11,36
lovable,Lovable,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,switching_cost,1,Inference,"Repository sync helps continuity, yet that same portability makes the workflow easier to substitute than a more closed operating layer.",11,36
lovable,Lovable,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,budget_durability,3,Inference,"The product can earn recurring spend from active builders, but the budget still competes with many adjacent AI coding and builder tools.",11,36
lovable,Lovable,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,model_improvement_test,4,Direct evidence,Lovable benefits directly as model quality and agent reliability improve because generation speed and breadth sit at the core of the offering.,15,36
lovable,Lovable,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,wrapper_risk_test,2,Inference,"A lot of visible value is still close to the model layer and assistant UX, which creates meaningful wrapper pressure.",15,36
lovable,Lovable,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,agent_readiness_test,4,Direct evidence,The product is explicitly agent-oriented and already bridges into deploy and repo workflows instead of stopping at text generation.,15,36
lovable,Lovable,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,accountability_test,2,Inference,"Lovable can help ship software, but final responsibility for correctness, security, and business impact still lands on the team using it.",15,36
lovable,Lovable,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,outcome_depth_test,3,Inference,"The tool can materially change shipping velocity, though durable commercial outcomes still depend on downstream maintenance, distribution, and operations.",15,36
lovable,Lovable,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,context,3,Direct evidence,"Lovable accumulates project context and repo-linked state, but the core app logic is often portable and not yet a proprietary data moat.",12,39
lovable,Lovable,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,trust,2,Direct evidence,"Pentesting and DPA materials help, yet public trust and governance depth still trail the more mature incumbents in the cohort.",12,39
lovable,Lovable,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,distribution,3,Inference,"Lovable has meaningful brand momentum in the AI builder space, but it does not yet control a pre-existing enterprise distribution channel.",12,39
lovable,Lovable,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,judgment,2,Inference,"The product accelerates implementation, but durable design, architecture, and business judgment remain external to the tool.",12,39
lovable,Lovable,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,liability_governance,2,Inference,"Current public evidence does not show Lovable owning deep approvals, auditability, or accountable governance for production web changes.",12,39
lovable,Lovable,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,frequency,3,Inference,"Builders can use Lovable intensively during creation sprints, but recurring day-two usage is less established than on heavier operating platforms.",12,39
lovable,Lovable,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,operational_dependence,2,Inference,"If Lovable disappeared, many teams could continue from GitHub or move to another coding agent stack, which limits dependence.",12,39
lovable,Lovable,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,system_position,2,Direct evidence,"Lovable is part of the create-and-deploy path, but it does not yet look like the central operating system for a broader website or app program.",12,39
lovable,Lovable,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,switching_cost,2,Inference,"Repository sync helps continuity, yet that same portability makes the workflow easier to substitute than a more closed operating layer.",12,39
lovable,Lovable,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,budget_durability,3,Inference,"The product can earn recurring spend from active builders, but the budget still competes with many adjacent AI coding and builder tools.",12,39
lovable,Lovable,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,model_improvement_test,4,Direct evidence,Lovable benefits directly as model quality and agent reliability improve because generation speed and breadth sit at the core of the offering.,15,39
lovable,Lovable,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,wrapper_risk_test,2,Inference,"A lot of visible value is still close to the model layer and assistant UX, which creates meaningful wrapper pressure.",15,39
lovable,Lovable,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,agent_readiness_test,4,Direct evidence,The product is explicitly agent-oriented and already bridges into deploy and repo workflows instead of stopping at text generation.,15,39
lovable,Lovable,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,accountability_test,2,Inference,"Lovable can help ship software, but final responsibility for correctness, security, and business impact still lands on the team using it.",15,39
lovable,Lovable,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,outcome_depth_test,3,Inference,"The tool can materially change shipping velocity, though durable commercial outcomes still depend on downstream maintenance, distribution, and operations.",15,39
lovable,Lovable,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,context,3,Direct evidence,"Lovable accumulates project context and repo-linked state, but the core app logic is often portable and not yet a proprietary data moat.",12,42
lovable,Lovable,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,trust,2,Direct evidence,"Pentesting and DPA materials help, yet public trust and governance depth still trail the more mature incumbents in the cohort.",12,42
lovable,Lovable,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,distribution,3,Inference,"Lovable has meaningful brand momentum in the AI builder space, but it does not yet control a pre-existing enterprise distribution channel.",12,42
lovable,Lovable,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,judgment,2,Inference,"The product accelerates implementation, but durable design, architecture, and business judgment remain external to the tool.",12,42
lovable,Lovable,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,liability_governance,2,Inference,"Current public evidence does not show Lovable owning deep approvals, auditability, or accountable governance for production web changes.",12,42
lovable,Lovable,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,frequency,3,Inference,"Builders can use Lovable intensively during creation sprints, but recurring day-two usage is less established than on heavier operating platforms.",12,42
lovable,Lovable,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,operational_dependence,2,Inference,"If Lovable disappeared, many teams could continue from GitHub or move to another coding agent stack, which limits dependence.",12,42
lovable,Lovable,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,system_position,2,Direct evidence,"Lovable is part of the create-and-deploy path, but it does not yet look like the central operating system for a broader website or app program.",12,42
lovable,Lovable,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,switching_cost,2,Inference,"Repository sync helps continuity, yet that same portability makes the workflow easier to substitute than a more closed operating layer.",12,42
lovable,Lovable,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,budget_durability,3,Inference,"The product can earn recurring spend from active builders, but the budget still competes with many adjacent AI coding and builder tools.",12,42
lovable,Lovable,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,model_improvement_test,5,Direct evidence,Lovable benefits directly as model quality and agent reliability improve because generation speed and breadth sit at the core of the offering.,18,42
lovable,Lovable,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,wrapper_risk_test,2,Inference,"A lot of visible value is still close to the model layer and assistant UX, which creates meaningful wrapper pressure.",18,42
lovable,Lovable,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,agent_readiness_test,5,Direct evidence,The product is explicitly agent-oriented and already bridges into deploy and repo workflows instead of stopping at text generation.,18,42
lovable,Lovable,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,accountability_test,2,Inference,"Lovable can help ship software, but final responsibility for correctness, security, and business impact still lands on the team using it.",18,42
lovable,Lovable,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,outcome_depth_test,4,Inference,"The tool can materially change shipping velocity, though durable commercial outcomes still depend on downstream maintenance, distribution, and operations.",18,42
webflow,Webflow,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,context,3,Direct evidence,"Webflow stores site structure, CMS schemas, publishing state, and increasingly app and cloud deployment context, but much underlying content remains portable.",18,56
webflow,Webflow,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,context,3,Direct evidence,"Webflow stores site structure, CMS schemas, publishing state, and increasingly app and cloud deployment context, but much underlying content remains portable.",18,56
webflow,Webflow,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,trust,4,Direct evidence,"Enterprise customers can access deeper security documentation, and the platform emphasizes governance and security posture.",18,56
webflow,Webflow,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,trust,4,Direct evidence,"Enterprise customers can access deeper security documentation, and the platform emphasizes governance and security posture.",18,56
webflow,Webflow,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,distribution,4,Direct evidence,Webflow has meaningful ecosystem reach across the website lifecycle and a large developer and app surface.,18,56
webflow,Webflow,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,distribution,4,Direct evidence,Webflow has meaningful ecosystem reach across the website lifecycle and a large developer and app surface.,18,56
webflow,Webflow,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,judgment,3,Inference,"The platform improves execution quality and speed, but does not clearly own scarce domain judgment.",18,56
webflow,Webflow,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,judgment,3,Inference,"The platform improves execution quality and speed, but does not clearly own scarce domain judgment.",18,56
webflow,Webflow,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,liability_governance,4,Direct evidence,"Permissions, publishing controls, enterprise security posture, and workflow governance matter for public-facing web operations.",18,56
webflow,Webflow,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,liability_governance,4,Direct evidence,"Permissions, publishing controls, enterprise security posture, and workflow governance matter for public-facing web operations.",18,56
webflow,Webflow,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,frequency,4,Inference,Web and marketing teams use the platform continuously or recurrently.,19,56
webflow,Webflow,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,frequency,4,Inference,Web and marketing teams use the platform continuously or recurrently.,19,56
webflow,Webflow,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,operational_dependence,4,Inference,The public website is commercially important for many businesses even if it is not always existential.,19,56
webflow,Webflow,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,operational_dependence,4,Inference,The public website is commercially important for many businesses even if it is not always existential.,19,56
webflow,Webflow,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,system_position,4,Direct evidence,"Webflow sits directly in content creation, CMS, hosting, publishing, and now supports broader developer and cloud workflows.",19,56
webflow,Webflow,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,system_position,4,Direct evidence,"Webflow sits directly in content creation, CMS, hosting, publishing, and now supports broader developer and cloud workflows.",19,56
webflow,Webflow,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,switching_cost,3,Inference,"Migration pain exists, but strong alternatives remain available.",19,56
